name,sku,category,quantity,unit price,ext price,date
"Davis, Kshlerin and Reilly",LW-86841,Shoes,5,49.68,248.4,2014-09-20 17:40:46
"Kuphal, Zieme and Kub",GS-86623,Shoes,14,73.92,1034.88,2013-11-23 17:48:24
Carroll PLC,WJ-02096,Belt,17,69.41,1179.97,2014-09-11 02:20:46
Kunze Inc,AS-93055,Shirt,18,87.42,1573.56,2014-05-31 04:28:20
Kunze Inc,KV-99194,Shirt,20,74.34,1486.8,2014-01-27 19:42:12
"Davis, Kshlerin and Reilly",VG-32047,Shirt,17,59.12,1005.04,2014-05-11 06:38:13
Kunze Inc,AS-93055,Shirt,14,77.4,1083.6,2014-08-16 21:03:22
Berge LLC,LL-46261,Shoes,15,58.85,882.75,2014-08-22 04:35:06
"Davis, Kshlerin and Reilly",QN-82852,Belt,1,44.77,44.77,2014-02-25 11:20:59
Koelpin PLC,VG-32047,Shirt,15,26.93,403.95,2014-01-24 10:23:39
Waters-Walker,MJ-21460,Shoes,12,95.96,1151.52,2014-06-12 00:58:43
"Kuphal, Zieme and Kub",AS-93055,Shirt,8,31.12,248.96,2013-12-03 14:12:26
"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,7,83.84,586.88,2014-10-20 05:47:49
"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,19.86,79.44,2013-11-30 16:47:24
"Kuphal, Zieme and Kub",FK-71853,Shirt,3,77.07,231.21,2014-06-14 17:54:02
Berge LLC,LW-86841,Shoes,15,46.94,704.1,2014-05-23 13:09:21
Kilback-Gerlach,FK-71853,Shirt,11,39.02,429.22,2013-12-08 14:04:38
Berge LLC,VG-32047,Shirt,2,33.92,67.84,2014-06-27 15:53:05
"Kuphal, Zieme and Kub",FK-71853,Shirt,11,81.22,893.42,2013-12-01 05:10:26
Koelpin PLC,QN-82852,Belt,2,25.42,50.84,2014-03-21 17:57:32
"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,59.07,236.28,2014-04-07 08:54:29
Huel-Haag,KV-99194,Shirt,15,50.2,753,2013-12-29 14:24:05
"Davis, Kshlerin and Reilly",LW-86841,Shoes,3,24.83,74.49,2014-05-20 15:22:35
Koelpin PLC,MJ-21460,Shoes,12,89.95,1079.4,2013-12-28 16:19:22
"Kihn, McClure and Denesik",LW-86841,Shoes,4,67.14,268.56,2014-01-30 10:21:27
Hegmann and Sons,FK-71853,Shirt,8,22.67,181.36,2013-12-30 14:16:13
"Kihn, McClure and Denesik",AS-93055,Shirt,6,50.19,301.14,2014-04-26 22:58:25
Berge LLC,KV-99194,Shirt,7,46.71,326.97,2014-06-15 15:52:58
Waelchi-Fahey,FK-71853,Shirt,17,75.46,1282.82,2013-11-17 15:36:57
"Volkman, Goyette and Lemke",FK-71853,Shirt,13,23.73,308.49,2014-01-11 12:21:50
Kilback-Gerlach,QN-82852,Belt,11,71.02,781.22,2014-01-14 18:43:44
Berge LLC,MJ-21460,Shoes,15,77.1,1156.5,2013-12-07 11:53:40
"Kihn, McClure and Denesik",LW-86841,Shoes,3,39.99,119.97,2013-11-13 02:00:22
Koelpin PLC,QN-82852,Belt,14,95.77,1340.78,2014-05-04 10:45:11
Kunze Inc,GS-86623,Shoes,14,13.93,195.02,2014-01-23 17:49:03
"Ernser, Cruickshank and Lind",MJ-21460,Shoes,15,42.09,631.35,2014-10-17 03:56:02
Koelpin PLC,VG-32047,Shirt,5,60.51,302.55,2014-10-22 07:16:46
Carroll PLC,GS-86623,Shoes,5,41.58,207.9,2014-03-29 08:13:19
Berge LLC,QN-82852,Belt,12,89.48,1073.76,2014-05-23 06:43:54
Kunze Inc,MJ-21460,Shoes,2,18.29,36.58,2014-01-16 20:23:03
Huel-Haag,WJ-02096,Belt,1,23.12,23.12,2014-10-17 20:09:53
Waelchi-Fahey,MJ-21460,Shoes,14,53.6,750.4,2014-09-14 11:01:14
"Volkman, Goyette and Lemke",MJ-21460,Shoes,16,72.41,1158.56,2014-09-19 21:41:12
Koelpin PLC,MJ-21460,Shoes,5,33.2,166,2014-09-04 23:45:59
"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,20,14.99,299.8,2014-06-01 20:29:08
"Senger, Upton and Breitenberg",QN-82852,Belt,3,45.6,136.8,2013-12-21 04:01:40
"Volkman, Goyette and Lemke",AS-93055,Shirt,18,80.7,1452.6,2014-05-09 23:51:49
Berge LLC,MJ-21460,Shoes,4,15.22,60.88,2013-11-15 07:17:16
Berge LLC,LL-46261,Shoes,13,53.11,690.43,2014-08-29 16:34:09
Gorczany-Hahn,QN-82852,Belt,1,90.21,90.21,2014-01-30 17:16:08
Hamill-Hackett,VG-32047,Shirt,4,76.81,307.24,2014-09-06 20:28:27
Heidenreich-Bosco,AS-93055,Shirt,17,61.31,1042.27,2014-03-19 02:46:57
Hegmann and Sons,FK-71853,Shirt,7,33,231,2014-02-04 19:29:41
Cole-Eichmann,QN-82852,Belt,4,36.62,146.48,2014-08-11 23:29:08
"Kihn, McClure and Denesik",LW-86841,Shoes,10,72.1,721,2014-07-19 16:40:01
Hegmann and Sons,AS-93055,Shirt,18,23.74,427.32,2014-06-18 06:31:15
"Volkman, Goyette and Lemke",LL-46261,Shoes,6,51.13,306.78,2014-06-13 21:32:57
Waters-Walker,FK-71853,Shirt,17,58.55,995.35,2014-05-04 23:02:26
"Kuphal, Zieme and Kub",MJ-21460,Shoes,6,54.27,325.62,2014-05-15 19:28:27
"Davis, Kshlerin and Reilly",LL-46261,Shoes,13,77.78,1011.14,2013-11-30 17:23:21
Koelpin PLC,QN-82852,Belt,8,69.58,556.64,2014-04-03 01:34:49
Hamill-Hackett,LW-86841,Shoes,10,67.36,673.6,2014-07-15 04:34:11
"Kuphal, Zieme and Kub",LL-46261,Shoes,15,16.55,248.25,2014-01-09 17:51:49
"Senger, Upton and Breitenberg",MJ-21460,Shoes,16,99.13,1586.08,2014-09-26 10:54:06
Cole-Eichmann,QN-82852,Belt,17,69.11,1174.87,2014-09-23 05:58:41
"Kerluke, Reilly and Bechtelar",AS-93055,Shirt,12,81.57,978.84,2014-09-25 14:09:16
"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,20,62.12,1242.4,2014-07-01 22:14:25
Berge LLC,VG-32047,Shirt,4,96.25,385,2014-07-09 19:18:49
Heidenreich-Bosco,LL-46261,Shoes,18,71.34,1284.12,2013-11-17 00:18:08
Kilback-Gerlach,QN-82852,Belt,19,33.1,628.9,2014-03-04 07:23:35
Carroll PLC,WJ-02096,Belt,15,38.73,580.95,2014-02-03 03:57:26
"Senger, Upton and Breitenberg",VG-32047,Shirt,17,43.1,732.7,2014-08-19 11:22:06
Carroll PLC,WJ-02096,Belt,16,91.09,1457.44,2014-03-18 23:14:03
Hegmann and Sons,LW-86841,Shoes,13,60.72,789.36,2014-01-18 22:40:14
Koelpin PLC,QN-82852,Belt,3,64.13,192.39,2014-08-07 15:28:03
"Kihn, McClure and Denesik",GS-86623,Shoes,14,40.86,572.04,2014-08-21 08:07:56
Hamill-Hackett,LW-86841,Shoes,1,73.74,73.74,2014-09-04 10:46:25
"Davis, Kshlerin and Reilly",VG-32047,Shirt,6,26.4,158.4,2014-09-04 09:18:54
Kunze Inc,MJ-21460,Shoes,19,36.32,690.08,2014-08-10 20:15:29
Hamill-Hackett,LL-46261,Shoes,17,10.96,186.32,2014-01-19 22:01:00
Gorczany-Hahn,FK-71853,Shirt,17,88.39,1502.63,2014-07-31 12:28:26
Heidenreich-Bosco,VG-32047,Shirt,20,94,1880,2014-05-31 22:53:56
"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,34.42,137.68,2014-10-10 18:54:24
"Kuphal, Zieme and Kub",GS-86623,Shoes,14,68.25,955.5,2014-03-16 21:35:20
"Kuphal, Zieme and Kub",LW-86841,Shoes,5,89.36,446.8,2014-06-08 14:33:12
"Kihn, McClure and Denesik",KV-99194,Shirt,3,44.37,133.11,2014-04-23 12:05:25
Kunze Inc,VG-32047,Shirt,11,69.2,761.2,2014-03-14 03:16:51
"Ernser, Cruickshank and Lind",QN-82852,Belt,12,92.94,1115.28,2014-10-10 18:02:37
Cole-Eichmann,VG-32047,Shirt,4,54.2,216.8,2014-08-28 06:28:19
Hamill-Hackett,QN-82852,Belt,3,42.71,128.13,2014-06-09 12:21:47
"Senger, Upton and Breitenberg",KV-99194,Shirt,4,81.46,325.84,2013-10-25 16:52:01
Heidenreich-Bosco,MJ-21460,Shoes,9,22.08,198.72,2014-01-21 05:08:12
"Davis, Kshlerin and Reilly",AS-93055,Shirt,8,98.01,784.08,2014-04-11 08:23:07
"Volkman, Goyette and Lemke",WJ-02096,Belt,13,83.6,1086.8,2014-08-19 20:42:22
Heidenreich-Bosco,MJ-21460,Shoes,1,82.28,82.28,2014-10-05 08:28:30
Hamill-Hackett,AS-93055,Shirt,16,44.38,710.08,2014-09-16 05:22:44
Waters-Walker,MJ-21460,Shoes,5,54.96,274.8,2013-11-18 19:41:31
"Kuphal, Zieme and Kub",VG-32047,Shirt,7,97.85,684.95,2014-03-02 21:47:35
"Senger, Upton and Breitenberg",QN-82852,Belt,11,12.27,134.97,2014-01-15 07:26:27
"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,8,83.88,671.04,2014-07-03 13:24:21
"Senger, Upton and Breitenberg",QN-82852,Belt,2,31.18,62.36,2014-09-21 03:36:32
Hegmann and Sons,WJ-02096,Belt,13,15.28,198.64,2014-07-26 14:07:00
Kilback-Gerlach,QN-82852,Belt,14,40.48,566.72,2014-07-10 06:12:22
"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,5,38.73,193.65,2014-04-26 11:51:54
Koelpin PLC,GS-86623,Shoes,5,23.38,116.9,2014-07-26 09:33:15
Kilback-Gerlach,LL-46261,Shoes,1,54.04,54.04,2014-06-09 20:05:03
Berge LLC,WJ-02096,Belt,17,25.26,429.42,2014-06-16 10:03:35
Kunze Inc,GS-86623,Shoes,3,46,138,2013-10-25 11:42:04
Hamill-Hackett,GS-86623,Shoes,8,34.76,278.08,2013-11-19 02:20:09
Berge LLC,VG-32047,Shirt,1,93.1,93.1,2013-12-25 10:00:14
"Ernser, Cruickshank and Lind",KV-99194,Shirt,10,23.43,234.3,2014-08-20 16:25:05
"Davis, Kshlerin and Reilly",WJ-02096,Belt,7,41.77,292.39,2014-10-21 05:51:47
Hamill-Hackett,QN-82852,Belt,11,53.13,584.43,2014-09-24 02:05:24
Kilback-Gerlach,LW-86841,Shoes,9,90.02,810.18,2014-08-22 13:18:26
Hamill-Hackett,KV-99194,Shirt,14,37.64,526.96,2014-02-15 06:51:00
"Kuphal, Zieme and Kub",KV-99194,Shirt,18,50.99,917.82,2014-02-20 05:55:31
Carroll PLC,VG-32047,Shirt,9,67.68,609.12,2014-05-22 05:51:16
"Kuphal, Zieme and Kub",AS-93055,Shirt,18,19.01,342.18,2013-11-14 11:33:02
Waelchi-Fahey,MJ-21460,Shoes,15,19.62,294.3,2013-11-24 23:33:56
Waelchi-Fahey,WJ-02096,Belt,14,75.49,1056.86,2014-02-18 02:07:31
"Davis, Kshlerin and Reilly",WJ-02096,Belt,1,69.57,69.57,2013-12-21 16:04:44
Gorczany-Hahn,WJ-02096,Belt,6,95.08,570.48,2014-02-01 01:28:20
"Davis, Kshlerin and Reilly",GS-86623,Shoes,17,20.45,347.65,2014-08-30 03:56:20
"Davis, Kshlerin and Reilly",QN-82852,Belt,4,85.3,341.2,2014-10-17 13:18:21
Huel-Haag,VG-32047,Shirt,16,63.97,1023.52,2014-02-06 19:14:35
"Kuphal, Zieme and Kub",GS-86623,Shoes,1,93.72,93.72,2014-09-30 09:16:18
"Kihn, McClure and Denesik",AS-93055,Shirt,12,64.09,769.08,2014-04-22 14:36:05
Waters-Walker,LW-86841,Shoes,16,16.59,265.44,2014-09-07 02:26:24
Gorczany-Hahn,WJ-02096,Belt,3,52.57,157.71,2014-08-15 13:23:42
"Senger, Upton and Breitenberg",VG-32047,Shirt,1,34.4,34.4,2014-05-19 20:50:19
Waters-Walker,VG-32047,Shirt,13,45.97,597.61,2014-07-05 08:56:46
Carroll PLC,LL-46261,Shoes,10,37.4,374,2014-05-05 05:17:28
"Volkman, Goyette and Lemke",LW-86841,Shoes,14,15.58,218.12,2013-12-23 21:32:05
Cole-Eichmann,AS-93055,Shirt,11,45.24,497.64,2014-08-06 01:25:27
Berge LLC,GS-86623,Shoes,9,30.49,274.41,2014-03-02 13:04:07
"Kihn, McClure and Denesik",KV-99194,Shirt,18,90.84,1635.12,2014-02-01 21:38:06
Waelchi-Fahey,GS-86623,Shoes,1,38.2,38.2,2013-11-23 15:45:41
Kunze Inc,QN-82852,Belt,8,72.29,578.32,2014-02-15 21:05:44
Kunze Inc,MJ-21460,Shoes,20,61.03,1220.6,2013-12-23 23:07:45
"Kuphal, Zieme and Kub",KV-99194,Shirt,18,77.66,1397.88,2014-10-18 18:07:37
"Senger, Upton and Breitenberg",VG-32047,Shirt,10,16.01,160.1,2014-05-07 20:02:28
Hamill-Hackett,LW-86841,Shoes,9,61.42,552.78,2014-10-16 12:50:55
Huel-Haag,VG-32047,Shirt,17,64.75,1100.75,2014-09-13 02:51:49
Carroll PLC,KV-99194,Shirt,16,50.36,805.76,2014-01-03 07:56:48
"Davis, Kshlerin and Reilly",VG-32047,Shirt,4,64.91,259.64,2014-02-20 20:48:46
"Kihn, McClure and Denesik",KV-99194,Shirt,16,65,1040,2014-05-14 17:57:45
"Davis, Kshlerin and Reilly",GS-86623,Shoes,6,57.28,343.68,2014-04-09 15:32:28
Hamill-Hackett,VG-32047,Shirt,3,71.55,214.65,2014-02-16 04:42:01
Cole-Eichmann,VG-32047,Shirt,4,37.74,150.96,2014-03-21 08:21:18
Koelpin PLC,QN-82852,Belt,12,41.57,498.84,2014-05-22 08:56:14
Waelchi-Fahey,QN-82852,Belt,13,59.59,774.67,2013-12-04 04:11:33
Hegmann and Sons,FK-71853,Shirt,20,62.71,1254.2,2014-03-06 22:55:08
Gorczany-Hahn,GS-86623,Shoes,16,37.88,606.08,2013-12-05 07:33:43
"Volkman, Goyette and Lemke",LW-86841,Shoes,20,83.1,1662,2014-09-14 18:26:11
"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,11.81,118.1,2014-03-13 00:31:33
"Senger, Upton and Breitenberg",MJ-21460,Shoes,20,59.1,1182,2014-10-02 05:30:08
"Kerluke, Reilly and Bechtelar",QN-82852,Belt,8,60.7,485.6,2014-04-01 13:03:54
Waelchi-Fahey,WJ-02096,Belt,1,42.83,42.83,2013-11-05 05:06:14
Berge LLC,QN-82852,Belt,17,76.13,1294.21,2013-11-25 14:33:27
Koelpin PLC,FK-71853,Shirt,4,41.09,164.36,2014-08-24 20:22:11
Waelchi-Fahey,GS-86623,Shoes,12,32.84,394.08,2014-09-13 15:23:40
Carroll PLC,VG-32047,Shirt,5,10.81,54.05,2014-08-28 00:56:58
Gorczany-Hahn,LL-46261,Shoes,1,26.19,26.19,2014-01-10 05:09:07
Gorczany-Hahn,LL-46261,Shoes,12,48.63,583.56,2014-09-17 06:25:26
"Davis, Kshlerin and Reilly",LL-46261,Shoes,5,51.82,259.1,2014-01-08 02:36:38
"Volkman, Goyette and Lemke",LW-86841,Shoes,7,53.36,373.52,2014-06-02 19:58:55
Kilback-Gerlach,KV-99194,Shirt,5,56.33,281.65,2014-09-06 01:57:32
Huel-Haag,AS-93055,Shirt,11,79.58,875.38,2013-11-21 04:46:33
Berge LLC,FK-71853,Shirt,7,58.95,412.65,2014-03-14 04:16:55
Kunze Inc,MJ-21460,Shoes,9,78.44,705.96,2013-12-18 17:23:54
Cole-Eichmann,WJ-02096,Belt,15,54.77,821.55,2013-11-14 11:15:21
Heidenreich-Bosco,GS-86623,Shoes,15,73.45,1101.75,2014-01-03 12:09:44
"Senger, Upton and Breitenberg",LL-46261,Shoes,14,21.01,294.14,2014-01-01 00:15:37
Hegmann and Sons,FK-71853,Shirt,15,45.99,689.85,2014-01-21 14:40:49
Hegmann and Sons,LW-86841,Shoes,11,89.8,987.8,2014-03-14 06:17:28
Berge LLC,FK-71853,Shirt,4,63.74,254.96,2014-08-31 19:57:31
Carroll PLC,KV-99194,Shirt,9,36.35,327.15,2014-01-17 22:03:57
"Kuphal, Zieme and Kub",MJ-21460,Shoes,13,55.99,727.87,2013-12-27 08:36:12
Carroll PLC,FK-71853,Shirt,4,12.28,49.12,2014-04-03 06:43:35
Waelchi-Fahey,WJ-02096,Belt,10,64.42,644.2,2014-09-05 03:46:20
"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,5,29.87,149.35,2014-08-02 00:25:56
"Davis, Kshlerin and Reilly",GS-86623,Shoes,13,66.85,869.05,2013-11-19 07:26:52
"Kuphal, Zieme and Kub",LL-46261,Shoes,5,13.07,65.35,2014-08-30 04:09:41
"Kerluke, Reilly and Bechtelar",QN-82852,Belt,5,56.63,283.15,2014-10-13 02:27:35
"Volkman, Goyette and Lemke",FK-71853,Shirt,19,89.14,1693.66,2013-11-14 18:25:50
Hegmann and Sons,LW-86841,Shoes,5,67.31,336.55,2013-12-16 09:59:38
"Ernser, Cruickshank and Lind",KV-99194,Shirt,17,11.24,191.08,2014-04-25 15:37:03
Hegmann and Sons,AS-93055,Shirt,10,73.82,738.2,2014-10-22 04:43:23
Kunze Inc,QN-82852,Belt,15,11.74,176.1,2014-01-09 04:36:36
Hegmann and Sons,LL-46261,Shoes,5,83.98,419.9,2014-05-24 20:18:52
"Ernser, Cruickshank and Lind",KV-99194,Shirt,6,63.4,380.4,2013-12-09 19:01:44
"Kihn, McClure and Denesik",VG-32047,Shirt,15,80.59,1208.85,2014-10-05 18:13:24
"Kihn, McClure and Denesik",AS-93055,Shirt,19,31.41,596.79,2014-05-09 11:00:05
Carroll PLC,WJ-02096,Belt,9,61.39,552.51,2014-07-15 13:04:50
"Volkman, Goyette and Lemke",LL-46261,Shoes,15,96,1440,2014-10-21 15:04:18
"Senger, Upton and Breitenberg",WJ-02096,Belt,12,94.51,1134.12,2014-07-26 07:44:53
"Davis, Kshlerin and Reilly",KV-99194,Shirt,15,18.07,271.05,2014-05-24 05:33:35
Waelchi-Fahey,MJ-21460,Shoes,13,74.07,962.91,2014-01-13 12:18:04
Cole-Eichmann,FK-71853,Shirt,16,88.32,1413.12,2014-06-17 22:27:38
"Senger, Upton and Breitenberg",WJ-02096,Belt,4,77.19,308.76,2014-04-03 19:08:57
Heidenreich-Bosco,GS-86623,Shoes,18,58.56,1054.08,2014-08-25 17:52:34
"Davis, Kshlerin and Reilly",MJ-21460,Shoes,12,81.42,977.04,2014-07-09 13:58:55
Kunze Inc,AS-93055,Shirt,3,68.9,206.7,2014-09-13 01:40:40
Cole-Eichmann,QN-82852,Belt,19,39.75,755.25,2014-05-23 15:58:55
Waters-Walker,KV-99194,Shirt,11,83.22,915.42,2014-01-03 19:04:02
"Volkman, Goyette and Lemke",QN-82852,Belt,19,17.25,327.75,2014-02-08 14:06:56
Waelchi-Fahey,QN-82852,Belt,7,41.7,291.9,2014-01-14 22:56:55
Hegmann and Sons,MJ-21460,Shoes,20,44.56,891.2,2014-02-11 11:05:35
Koelpin PLC,WJ-02096,Belt,4,15.24,60.96,2014-09-12 06:29:42
Gorczany-Hahn,KV-99194,Shirt,1,66.03,66.03,2014-03-06 19:04:47
Cole-Eichmann,LL-46261,Shoes,8,95.99,767.92,2014-02-28 06:46:39
Kilback-Gerlach,WJ-02096,Belt,18,18.29,329.22,2014-05-28 10:39:07
"Senger, Upton and Breitenberg",WJ-02096,Belt,1,50.58,50.58,2014-01-10 01:35:58
Cole-Eichmann,WJ-02096,Belt,6,47.21,283.26,2014-01-27 15:50:35
"Volkman, Goyette and Lemke",VG-32047,Shirt,3,82.06,246.18,2014-03-14 17:54:57
"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,18,36.32,653.76,2014-03-25 15:08:27
Kunze Inc,QN-82852,Belt,10,45.33,453.3,2013-10-23 00:45:16
Carroll PLC,VG-32047,Shirt,18,30.34,546.12,2014-06-21 11:50:51
Cole-Eichmann,WJ-02096,Belt,14,23.57,329.98,2014-04-11 23:10:59
"Senger, Upton and Breitenberg",GS-86623,Shoes,14,16.78,234.92,2014-04-15 00:55:47
"Senger, Upton and Breitenberg",VG-32047,Shirt,4,92.05,368.2,2013-11-20 17:39:53
"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,6,25.35,152.1,2014-02-21 00:43:26
Kunze Inc,VG-32047,Shirt,13,28.29,367.77,2014-05-14 11:34:59
"Volkman, Goyette and Lemke",LL-46261,Shoes,6,70.64,423.84,2014-04-13 10:46:26
Huel-Haag,KV-99194,Shirt,7,32.91,230.37,2014-03-21 02:07:18
Koelpin PLC,WJ-02096,Belt,10,31.82,318.2,2014-05-10 12:48:18
Hamill-Hackett,FK-71853,Shirt,12,74.47,893.64,2014-03-22 00:45:00
Hamill-Hackett,LW-86841,Shoes,6,72.92,437.52,2014-04-30 13:50:54
Cole-Eichmann,AS-93055,Shirt,14,70.03,980.42,2013-12-31 09:37:47
Waters-Walker,KV-99194,Shirt,19,47.53,903.07,2014-03-10 16:34:16
"Senger, Upton and Breitenberg",AS-93055,Shirt,5,82.05,410.25,2013-12-03 12:28:55
Kilback-Gerlach,LW-86841,Shoes,16,99.65,1594.4,2014-10-06 23:33:32
Berge LLC,FK-71853,Shirt,17,49.12,835.04,2014-02-24 20:49:28
Hamill-Hackett,LL-46261,Shoes,6,52.06,312.36,2014-02-04 19:46:55
"Davis, Kshlerin and Reilly",KV-99194,Shirt,13,71.7,932.1,2014-07-08 01:00:22
"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,37.34,112.02,2013-11-12 01:13:29
Huel-Haag,WJ-02096,Belt,20,58.52,1170.4,2013-11-21 18:37:52
"Kuphal, Zieme and Kub",LL-46261,Shoes,16,18.08,289.28,2013-12-12 00:31:40
Heidenreich-Bosco,GS-86623,Shoes,6,81.7,490.2,2014-10-04 16:06:25
"Senger, Upton and Breitenberg",FK-71853,Shirt,13,89.53,1163.89,2014-08-11 16:47:07
"Kuphal, Zieme and Kub",AS-93055,Shirt,7,24.63,172.41,2014-01-28 18:58:01
"Davis, Kshlerin and Reilly",GS-86623,Shoes,10,73.08,730.8,2013-10-29 17:00:22
"Senger, Upton and Breitenberg",WJ-02096,Belt,12,52.24,626.88,2014-02-22 00:09:48
Hegmann and Sons,QN-82852,Belt,4,84.72,338.88,2013-10-22 13:54:50
"Kuphal, Zieme and Kub",VG-32047,Shirt,13,37.56,488.28,2013-11-10 06:24:28
"Senger, Upton and Breitenberg",AS-93055,Shirt,18,22.98,413.64,2014-06-02 14:24:05
Cole-Eichmann,MJ-21460,Shoes,2,79.87,159.74,2014-08-15 04:36:37
Waters-Walker,KV-99194,Shirt,7,59.5,416.5,2014-04-29 12:04:58
Waelchi-Fahey,WJ-02096,Belt,14,67.01,938.14,2013-12-13 15:04:13
Koelpin PLC,MJ-21460,Shoes,5,61.76,308.8,2013-10-30 04:16:24
"Volkman, Goyette and Lemke",MJ-21460,Shoes,7,33.16,232.12,2014-08-25 05:45:04
"Kuphal, Zieme and Kub",GS-86623,Shoes,1,77.22,77.22,2014-01-21 12:40:40
Carroll PLC,WJ-02096,Belt,8,55.69,445.52,2014-01-02 21:35:10
Huel-Haag,AS-93055,Shirt,13,72.75,945.75,2013-11-02 06:09:13
Huel-Haag,GS-86623,Shoes,20,71.91,1438.2,2014-02-14 02:11:56
"Kihn, McClure and Denesik",KV-99194,Shirt,2,58.02,116.04,2014-05-28 00:51:31
Carroll PLC,AS-93055,Shirt,19,78.72,1495.68,2014-08-01 13:54:15
Kunze Inc,FK-71853,Shirt,8,44.56,356.48,2014-10-01 13:21:06
Kilback-Gerlach,LW-86841,Shoes,19,92.34,1754.46,2014-05-13 03:41:20
"Kihn, McClure and Denesik",GS-86623,Shoes,12,19.81,237.72,2014-10-12 12:33:27
"Kerluke, Reilly and Bechtelar",QN-82852,Belt,2,29.15,58.3,2013-12-29 06:05:11
"Kihn, McClure and Denesik",VG-32047,Shirt,8,71.71,573.68,2014-06-15 23:49:22
Waters-Walker,GS-86623,Shoes,13,52.61,683.93,2014-01-31 10:14:51
Kilback-Gerlach,MJ-21460,Shoes,4,90.75,363,2013-10-27 22:03:05
Waelchi-Fahey,MJ-21460,Shoes,3,50.33,150.99,2014-02-25 05:11:55
Heidenreich-Bosco,VG-32047,Shirt,6,96.02,576.12,2013-12-25 18:02:41
Koelpin PLC,KV-99194,Shirt,14,66.37,929.18,2013-11-05 13:34:42
Hamill-Hackett,LL-46261,Shoes,3,59.85,179.55,2013-10-26 04:33:08
Hegmann and Sons,FK-71853,Shirt,2,66.63,133.26,2013-12-07 04:15:11
Berge LLC,AS-93055,Shirt,8,94.37,754.96,2013-12-31 01:14:11
Berge LLC,MJ-21460,Shoes,2,37.1,74.2,2014-10-04 18:30:12
Waelchi-Fahey,QN-82852,Belt,1,78.95,78.95,2014-09-01 04:34:57
Waelchi-Fahey,FK-71853,Shirt,7,76.57,535.99,2014-09-01 21:04:49
Koelpin PLC,AS-93055,Shirt,10,43.97,439.7,2014-10-03 17:04:10
Hamill-Hackett,VG-32047,Shirt,6,59,354,2014-08-26 02:03:17
Kunze Inc,GS-86623,Shoes,4,17.63,70.52,2013-11-06 15:35:14
"Ernser, Cruickshank and Lind",AS-93055,Shirt,12,40.03,480.36,2014-09-18 02:54:50
Gorczany-Hahn,VG-32047,Shirt,1,61.73,61.73,2013-12-19 05:37:56
"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,9,38.76,348.84,2013-11-18 18:59:05
"Volkman, Goyette and Lemke",AS-93055,Shirt,15,35.73,535.95,2014-07-29 13:03:54
"Kuphal, Zieme and Kub",KV-99194,Shirt,7,80.19,561.33,2014-05-22 07:55:43
"Senger, Upton and Breitenberg",LL-46261,Shoes,14,12.35,172.9,2014-02-28 10:45:43
Heidenreich-Bosco,QN-82852,Belt,20,38.39,767.8,2013-11-18 22:22:57
Berge LLC,QN-82852,Belt,11,60.05,660.55,2014-09-28 12:19:39
"Kihn, McClure and Denesik",LW-86841,Shoes,15,17.57,263.55,2014-03-09 21:17:26
Waelchi-Fahey,GS-86623,Shoes,9,43.69,393.21,2014-03-12 02:19:35
Hamill-Hackett,GS-86623,Shoes,18,69.13,1244.34,2014-02-11 23:45:29
Huel-Haag,QN-82852,Belt,3,94.18,282.54,2014-09-09 20:05:35
Hegmann and Sons,VG-32047,Shirt,17,80.42,1367.14,2014-05-13 03:46:45
Kunze Inc,AS-93055,Shirt,13,31.53,409.89,2014-06-12 12:09:39
"Volkman, Goyette and Lemke",FK-71853,Shirt,6,18.33,109.98,2014-01-16 01:38:16
Kunze Inc,KV-99194,Shirt,1,73.79,73.79,2013-11-07 19:52:06
Carroll PLC,LW-86841,Shoes,3,10.67,32.01,2014-05-30 21:32:51
Waters-Walker,GS-86623,Shoes,19,53.33,1013.27,2014-05-31 08:48:28
Carroll PLC,AS-93055,Shirt,18,55.23,994.14,2013-12-02 17:42:51
Carroll PLC,WJ-02096,Belt,7,77.91,545.37,2014-10-17 14:13:45
Cole-Eichmann,VG-32047,Shirt,20,28.81,576.2,2014-03-19 16:59:03
"Kuphal, Zieme and Kub",VG-32047,Shirt,16,31.86,509.76,2014-09-04 05:27:45
Carroll PLC,GS-86623,Shoes,8,28.32,226.56,2014-10-01 04:15:37
Waelchi-Fahey,GS-86623,Shoes,2,88.57,177.14,2014-06-16 02:35:22
Hegmann and Sons,VG-32047,Shirt,11,52.58,578.38,2014-01-22 08:06:36
Koelpin PLC,WJ-02096,Belt,14,20.87,292.18,2014-02-09 05:27:27
"Kihn, McClure and Denesik",AS-93055,Shirt,7,54.95,384.65,2013-12-31 04:32:30
